Feature,P-Value,Bonferroni Corrected P-Value
GO:0016823,0.41452205882352944,1.0
GO:0016829,1.0,1.0
GO:0016831,1.0,1.0
GO:0016853,1.0,1.0
GO:0016874,0.3953267657501596,1.0
GO:0016879,1.0,1.0
GO:0016887,1.0456390221263772e-07,8.971582809844316e-05
GO:0016901,0.234375,1.0
GO:0016903,1.0,1.0
GO:0016966,1.0,1.0
GO:0016989,1.0,1.0
GO:0017004,1.0,1.0
GO:0017018,0.05422794117647059,1.0
GO:0017148,1.0,1.0
GO:0017150,1.0,1.0
GO:0018394,1.0,1.0
GO:0018455,1.0,1.0
GO:0018907,1.0,1.0
GO:0019003,0.41452205882352944,1.0
GO:0019161,1.0,1.0
GO:0019262,1.0,1.0
GO:0019285,0.41452205882352944,1.0
GO:0019301,0.41452205882352944,1.0
GO:0019317,0.41452205882352944,1.0
GO:0019413,0.234375,1.0
GO:0019427,1.0,1.0
GO:0019477,1.0,1.0
GO:0019516,0.234375,1.0
GO:0019542,0.234375,1.0
GO:0019544,0.552823934691987,1.0
GO:0019545,0.552823934691987,1.0
GO:0019563,1.0,1.0
GO:0019592,0.234375,1.0
GO:0019594,0.05422794117647059,1.0
GO:0019607,0.41452205882352944,1.0
GO:0019628,1.0,1.0
GO:0019629,1.0,1.0
GO:0019634,1.0,1.0
GO:0019637,1.0,1.0
GO:0019645,0.12293145829611712,1.0
GO:0019646,1.0,1.0
GO:0019664,0.41452205882352944,1.0
GO:0019665,0.234375,1.0
GO:0019676,1.0,1.0
GO:0019698,0.234375,1.0
GO:0019700,1.0,1.0
GO:0019740,1.0,1.0
GO:0019843,0.41452205882352944,1.0
GO:0019856,1.0,1.0
GO:0019858,0.234375,1.0
GO:0019866,1.0,1.0
GO:0019867,1.0,1.0
GO:0019877,1.0,1.0
GO:0019898,1.0,1.0
GO:0020037,1.0,1.0
GO:0022625,1.0,1.0
GO:0022627,1.0,1.0
GO:0022857,0.6897984247067768,1.0
GO:0022872,1.0,1.0
GO:0022904,0.41452205882352944,1.0
GO:0030091,1.0,1.0
GO:0030151,0.3408513677596876,1.0
GO:0030170,0.20406761132669407,1.0
GO:0030246,1.0,1.0
GO:0030261,1.0,1.0
GO:0030288,1.0,1.0
GO:0030488,1.0,1.0
GO:0030490,0.234375,1.0
GO:0030527,0.3408513677596876,1.0
GO:0030541,1.0,1.0
GO:0030552,1.0,1.0
GO:0030697,1.0,1.0
GO:0030964,1.0,1.0
GO:0031072,1.0,1.0
GO:0031167,0.234375,1.0
GO:0031234,0.234375,1.0
GO:0031460,1.0,1.0
GO:0031469,1.0,1.0
GO:0031564,1.0,1.0
GO:0032045,1.0,1.0
GO:0032110,1.0,1.0
GO:0032153,1.0,1.0
GO:0032259,0.3339913034477119,1.0
GO:0032297,1.0,1.0
GO:0032561,1.0,1.0
GO:0032784,0.05422794117647059,1.0
GO:0032790,1.0,1.0
GO:0032991,1.0,1.0
GO:0032993,0.575801360972636,1.0
GO:0033014,1.0,1.0
GO:0033094,1.0,1.0
GO:0033212,1.0,1.0
GO:0033214,1.0,1.0
GO:0033228,0.552823934691987,1.0
GO:0033232,1.0,1.0
GO:0033359,1.0,1.0
GO:0033384,0.234375,1.0
GO:0033558,1.0,1.0
GO:0033721,0.23467495542146394,1.0
GO:0033744,1.0,1.0
GO:0033748,1.0,1.0
GO:0034024,1.0,1.0
GO:0034040,1.0,1.0
GO:0034204,1.0,1.0
GO:0034219,1.0,1.0
GO:0034289,1.0,1.0
GO:0034335,1.0,1.0
GO:0034386,1.0,1.0
GO:0034421,1.0,1.0
GO:0034599,1.0,1.0
GO:0034605,1.0,1.0
GO:0034644,0.234375,1.0
GO:0034763,1.0,1.0
GO:0034775,1.0,1.0
GO:0035351,0.575801360972636,1.0
GO:0035368,1.0,1.0
GO:0035435,0.575801360972636,1.0
GO:0035442,1.0,1.0
GO:0035672,1.0,1.0
GO:0035796,1.0,1.0
GO:0035821,1.0,1.0
GO:0036125,1.0,1.0
GO:0036211,1.0,1.0
GO:0036243,0.23467495542146394,1.0
GO:0036386,1.0,1.0
GO:0036397,1.0,1.0
GO:0036411,1.0,1.0
GO:0036456,1.0,1.0
GO:0040008,1.0,1.0
GO:0042026,0.552823934691987,1.0
GO:0042126,1.0,1.0
GO:0042128,1.0,1.0
GO:0042254,0.234375,1.0
GO:0042274,0.41452205882352944,1.0
GO:0042279,1.0,1.0
GO:0042286,1.0,1.0
GO:0042355,0.41452205882352944,1.0
GO:0042413,1.0,1.0
GO:0042450,1.0,1.0
GO:0042594,0.552823934691987,1.0
GO:0042597,1.0,1.0
GO:0042626,0.20406761132669407,1.0
GO:0042732,1.0,1.0
GO:0042744,1.0,1.0
GO:0042802,0.13210737314703633,1.0
GO:0042803,0.15311543456709267,1.0
GO:0042823,1.0,1.0
GO:0042840,0.05422794117647059,1.0
GO:0042882,1.0,1.0
GO:0042883,1.0,1.0
GO:0042908,1.0,1.0
GO:0042918,1.0,1.0
GO:0042938,0.575801360972636,1.0
GO:0042941,1.0,1.0
GO:0042942,1.0,1.0
GO:0042944,1.0,1.0
GO:0042945,1.0,1.0
GO:0042956,1.0,1.0
GO:0042968,0.234375,1.0
GO:0042970,0.234375,1.0
GO:0043022,0.552823934691987,1.0
GO:0043023,1.0,1.0
GO:0043024,0.575801360972636,1.0
GO:0043093,1.0,1.0
GO:0043113,1.0,1.0
GO:0043165,1.0,1.0
GO:0043168,1.0,1.0
GO:0043190,0.001005654076606512,0.8628511977283874
GO:0043200,0.41452205882352944,1.0
GO:0043229,1.0,1.0
GO:0043335,1.0,1.0
GO:0043424,1.0,1.0
GO:0043546,0.12151648219606126,1.0
GO:0043565,0.35982397581345005,1.0
GO:0043590,1.0,1.0
GO:0043597,1.0,1.0
GO:0043602,1.0,1.0
GO:0043824,0.41452205882352944,1.0
GO:0043825,1.0,1.0
GO:0043875,1.0,1.0
GO:0044010,0.575801360972636,1.0
GO:0044011,0.234375,1.0
GO:0044183,0.41452205882352944,1.0
GO:0044205,1.0,1.0
GO:0044248,1.0,1.0
GO:0044281,1.0,1.0
GO:0044569,1.0,1.0
GO:0044799,1.0,1.0
GO:0044873,1.0,1.0
GO:0044874,1.0,1.0
GO:0044877,1.0,1.0
GO:0045013,1.0,1.0
GO:0045271,1.0,1.0
GO:0045272,1.0,1.0
GO:0045333,0.5938971362486047,1.0
GO:0045337,0.234375,1.0
GO:0045454,0.575801360972636,1.0
GO:0045471,0.41452205882352944,1.0
GO:0045490,0.234375,1.0
GO:0045727,0.552823934691987,1.0
GO:0045733,1.0,1.0
GO:0045892,0.10150254262639291,1.0
GO:0045893,0.05745238220758027,1.0
GO:0046168,1.0,1.0
GO:0046174,1.0,1.0
GO:0046196,0.41452205882352944,1.0
GO:0046336,1.0,1.0
GO:0046386,1.0,1.0
GO:0046618,1.0,1.0
GO:0046677,0.4604962480983252,1.0
GO:0046872,0.3383358045256943,1.0
GO:0046982,1.0,1.0
GO:0046983,1.0,1.0
GO:0047106,0.41452205882352944,1.0
GO:0047111,1.0,1.0
GO:0047456,1.0,1.0
GO:0047545,0.234375,1.0
GO:0047589,1.0,1.0
GO:0047808,1.0,1.0
GO:0048027,1.0,1.0
GO:0048029,1.0,1.0
GO:0048038,0.41452205882352944,1.0
GO:0048473,1.0,1.0
GO:0048502,1.0,1.0
GO:0048870,1.0,1.0
GO:0050136,1.0,1.0
GO:0050163,1.0,1.0
GO:0050218,1.0,1.0
GO:0050569,0.41452205882352944,1.0
GO:0050570,1.0,1.0
GO:0050626,1.0,1.0
GO:0050660,1.0,1.0
GO:0050661,1.0,1.0
GO:0050897,1.0,1.0
GO:0050920,1.0,1.0
GO:0051075,1.0,1.0
GO:0051082,1.0,1.0
GO:0051085,1.0,1.0
GO:0051087,1.0,1.0
GO:0051103,0.234375,1.0
GO:0051260,1.0,1.0
GO:0051276,1.0,1.0
GO:0051286,1.0,1.0
GO:0051287,0.04116165875176438,1.0
GO:0051289,0.14307441929366954,1.0
GO:0051301,0.41452205882352944,1.0
GO:0051304,1.0,1.0
GO:0051454,1.0,1.0
GO:0051536,1.0,1.0
GO:0051537,1.0,1.0
GO:0051538,1.0,1.0
GO:0051539,0.0428341973790418,1.0
GO:0051781,1.0,1.0
GO:0052131,1.0,1.0
GO:0052907,0.234375,1.0
GO:0055051,1.0,1.0
GO:0055052,6.060684517217509e-05,0.05200067315772623
GO:0055070,1.0,1.0
GO:0055085,0.17685089376280622,1.0
GO:0060090,0.234375,1.0
GO:0060187,1.0,1.0
GO:0060241,0.234375,1.0
GO:0060326,1.0,1.0
GO:0060567,1.0,1.0
GO:0061077,0.23467495542146394,1.0
GO:0061513,1.0,1.0
GO:0061693,1.0,1.0
GO:0061694,1.0,1.0
GO:0061818,1.0,1.0
GO:0061980,0.234375,1.0
GO:0065003,1.0,1.0
GO:0070063,0.05422794117647059,1.0
GO:0070180,1.0,1.0
GO:0070301,0.234375,1.0
GO:0070403,0.41452205882352944,1.0
GO:0070404,0.05422794117647059,1.0
GO:0070475,0.05422794117647059,1.0
GO:0070497,0.234375,1.0
GO:0070614,1.0,1.0
GO:0070689,0.13791830708661415,1.0
GO:0070814,1.0,1.0
GO:0070905,0.234375,1.0
GO:0071230,1.0,1.0
GO:0071236,1.0,1.0
GO:0071470,1.0,1.0
GO:0071474,1.0,1.0
GO:0071475,1.0,1.0
GO:0071555,0.05422794117647059,1.0
GO:0071578,1.0,1.0
GO:0071702,0.12151648219606126,1.0
GO:0071805,1.0,1.0
GO:0071916,1.0,1.0
GO:0071934,1.0,1.0
GO:0071949,0.552823934691987,1.0
GO:0080111,1.0,1.0
GO:0089705,1.0,1.0
GO:0089709,1.0,1.0
GO:0089718,1.0,1.0
GO:0090549,1.0,1.0
GO:0090563,1.0,1.0
GO:0090564,1.0,1.0
GO:0090565,1.0,1.0
GO:0090586,1.0,1.0
GO:0090729,1.0,1.0
GO:0097216,0.6677347265770894,1.0
GO:0097351,1.0,1.0
GO:0097495,1.0,1.0
GO:0097638,1.0,1.0
GO:0097639,1.0,1.0
GO:0098561,1.0,1.0
GO:0098567,1.0,1.0
GO:0098656,1.0,1.0
GO:0098708,1.0,1.0
GO:0098711,1.0,1.0
GO:0098712,1.0,1.0
GO:0098716,1.0,1.0
GO:0098797,1.0,1.0
GO:0098847,1.0,1.0
GO:0098869,1.0,1.0
GO:0102025,1.0,1.0
GO:0102029,0.234375,1.0
GO:0102262,1.0,1.0
GO:0102264,1.0,1.0
GO:0102266,1.0,1.0
GO:0102810,0.41452205882352944,1.0
GO:0106316,1.0,1.0
GO:0106350,0.234375,1.0
GO:0106430,1.0,1.0
GO:0110001,1.0,1.0
GO:0110154,0.05422794117647059,1.0
GO:0120010,1.0,1.0
GO:0120014,1.0,1.0
GO:0140009,1.0,1.0
GO:0140205,1.0,1.0
GO:0140207,1.0,1.0
GO:0140297,1.0,1.0
GO:0140306,1.0,1.0
GO:0140359,0.20406761132669407,1.0
GO:0140673,0.234375,1.0
GO:1900232,1.0,1.0
GO:1901360,0.41452205882352944,1.0
GO:1901562,0.234375,1.0
GO:1901875,1.0,1.0
GO:1901982,1.0,1.0
GO:1902021,1.0,1.0
GO:1902047,1.0,1.0
GO:1902344,1.0,1.0
GO:1902358,1.0,1.0
GO:1902421,1.0,1.0
GO:1902475,1.0,1.0
GO:1902495,1.0,1.0
GO:1902517,1.0,1.0
GO:1902600,0.41452205882352944,1.0
GO:1903605,1.0,1.0
GO:1903607,1.0,1.0
GO:1903692,1.0,1.0
GO:1903711,1.0,1.0
GO:1903714,1.0,1.0
GO:1903785,1.0,1.0
GO:1903803,1.0,1.0
GO:1903804,1.0,1.0
GO:1903805,1.0,1.0
GO:1903806,1.0,1.0
GO:1903810,1.0,1.0
GO:1904176,1.0,1.0
GO:1904334,1.0,1.0
GO:1904659,1.0,1.0
GO:1904852,1.0,1.0
GO:1904949,1.0,1.0
GO:1904981,1.0,1.0
GO:1905647,1.0,1.0
GO:1905887,1.0,1.0
GO:1990060,1.0,1.0
GO:1990084,1.0,1.0
GO:1990103,1.0,1.0
GO:1990121,1.0,1.0
GO:1990145,0.234375,1.0
GO:1990148,0.234375,1.0
GO:1990154,1.0,1.0
GO:1990177,1.0,1.0
GO:1990178,1.0,1.0
GO:1990191,1.0,1.0
GO:1990193,1.0,1.0
GO:1990196,1.0,1.0
GO:1990197,1.0,1.0
GO:1990199,1.0,1.0
GO:1990204,1.0,1.0
GO:1990222,1.0,1.0
GO:1990351,1.0,1.0
GO:1990391,1.0,1.0
GO:1990531,1.0,1.0
GO:1990586,1.0,1.0
GO:1990904,1.0,1.0
GO:1990961,0.41452205882352944,1.0
GO:2000104,1.0,1.0
GO:2000142,0.234375,1.0
GO:2000143,1.0,1.0
GO:2000144,0.41452205882352944,1.0
